fixed acidity,volatile acidity,citric acid,pH,quality
6.8,0.15,0.41,3.24,bad
6.8,0.31,0.3,3.13,good
6.8,0.15,0.41,3.24,bad
7.6,0.3,0.37,3.09,bad
6,0.16,0.27,3.15,bad
7.1,0.21,0.35,3.32,bad
7,0.22,0.26,3.06,good
5.6,0.21,0.24,3.3,good
7.4,0.22,0.26,2.98,bad
7.1,0.2,0.27,3.04,good
6.8,0.31,0.3,3.13,good
7.2,0.23,0.25,3.1,bad
6.4,0.15,0.4,3.17,bad
6.4,0.16,0.44,3.11,good
6.8,0.15,0.41,3.24,bad
6.3,0.22,0.34,3.06,bad
7.6,0.3,0.37,3.09,bad
7,0.3,0.27,3.1,bad
6.6,0.26,0.22,3.06,bad
7.5,0.24,0.31,3.05,bad
7.5,0.24,0.31,3.05,bad
7.5,0.24,0.31,3.05,bad
7.5,0.24,0.31,3.05,bad
6.6,0.15,0.34,2.96,bad
6.7,0.34,0.43,3.23,bad
7.7,0.35,0.46,2.86,bad
6.7,0.31,0.09,3.12,bad
4.7,0.67,0.09,3.3,bad
7.5,0.24,0.31,3.05,bad
6.3,0.2,0.18,3.09,bad
6.6,0.28,0.23,3.12,bad
8.5,0.18,0.3,2.83,bad
6.5,0.35,0.38,3.47,bad
6.8,0.22,0.26,3.04,bad
6.3,0.18,0.24,3.11,bad
6.6,0.26,0.22,3.06,bad
6.6,0.3,0.45,3.18,bad
6.3,0.34,0.27,3.35,good
7.7,0.3,0.23,3.11,bad
7.7,0.31,0.23,3.11,bad
5.7,0.265,0.28,3.36,good
5.4,0.255,0.33,3.37,bad
6.6,0.26,0.28,3.17,bad
4.8,0.17,0.28,3.38,good
5.7,0.265,0.28,3.36,good
6.2,0.2,0.33,3.36,good
7.5,0.28,0.41,3.28,bad
6.2,0.22,0.2,3.11,bad
7,0.34,0.26,3.08,bad
7.5,0.28,0.41,3.28,bad
6.5,0.19,0.34,3.21,bad
6,0.21,0.29,3.39,bad
6.1,0.22,0.46,3.19,bad
6.5,0.32,0.48,3.22,bad
7.1,0.21,0.72,2.97,bad
5.6,0.26,0.18,3.32,bad
7,0.15,0.28,2.96,good
7,0.15,0.28,2.96,good
7,0.15,0.28,2.96,good
7,0.15,0.28,2.96,good
7,0.15,0.28,2.96,good
7,0.15,0.28,2.96,good
7,0.15,0.28,2.96,good
7.4,0.27,0.28,3.02,bad
6.8,0.22,0.3,2.89,bad
6.2,0.24,0.25,3.3,bad
6.3,0.28,0.29,3.43,bad
7,0.15,0.28,2.96,good
5.5,0.17,0.23,3.28,bad
6.5,0.26,0.34,3.29,bad
6.6,0.27,0.33,3.29,bad
5.4,0.46,0.15,3.39,good
7.8,0.19,0.32,2.99,bad
5.5,0.17,0.23,3.28,bad
6.5,0.26,0.34,3.29,bad
6.6,0.27,0.33,3.29,bad
7.8,0.19,0.32,2.99,bad
7.8,0.2,0.32,2.99,bad
6.1,0.17,0.28,3.16,good
7.4,0.2,0.35,2.79,bad
6.7,0.39,0.24,3.03,bad
5.4,0.46,0.15,3.39,good
6.9,0.4,0.17,3.08,bad
6.9,0.4,0.17,3.08,bad
6.9,0.4,0.17,3.08,bad
6.3,0.24,0.29,3.17,bad
6.9,0.4,0.17,3.08,bad
7.4,0.27,0.31,3.03,bad
6.1,0.27,0.28,3.14,bad
6.3,0.24,0.29,3.17,bad
5,0.61,0.12,3.26,bad
6.7,0.42,0.39,3.31,bad
6.5,0.33,0.28,3.24,bad
6.9,0.33,0.31,3.11,bad
6.5,0.33,0.28,3.24,bad
6.3,0.15,0.3,3.42,good
6.5,0.32,0.45,3.2,good
6.7,0.42,0.39,3.31,bad
7.4,0.25,0.29,3.13,bad
7.6,0.27,0.3,3.08,bad
6.4,0.27,0.45,3.18,bad
6.5,0.25,0.27,3.2,bad
5.6,0.19,0.31,3.46,good
7.4,0.29,0.48,3.02,bad
6.4,0.34,0.44,3.18,bad
6.6,0.27,0.52,3.18,bad
6.6,0.26,0.52,3.16,bad
6.4,0.27,0.45,3.18,bad
6.5,0.26,0.5,3.18,bad
6.8,0.25,0.3,3.03,bad
6.3,0.32,0.26,3.14,bad
5.5,0.24,0.45,3.22,bad
6.5,0.25,0.27,3.2,bad
6.6,0.13,0.29,3.17,bad
7,0.39,0.21,3.03,bad
7.9,0.21,0.39,3.05,bad
7,0.3,0.28,3.2,bad
8.1,0.2,0.3,2.99,bad
8.3,0.18,0.3,3.02,bad
7.9,0.21,0.39,3.05,bad
7.2,0.17,0.34,2.99,bad
8.1,0.2,0.3,2.99,bad
8.3,0.18,0.3,3.02,bad
7,0.39,0.21,3.03,bad
6.8,0.21,0.62,2.96,bad
6.9,0.21,0.62,2.96,bad
7.2,0.17,0.34,2.99,bad
6.8,0.26,0.34,3.24,bad
7.2,0.28,0.38,3.13,bad
7.9,0.21,0.39,3.05,bad
7,0.3,0.28,3.2,bad
7.4,0.34,0.28,3.22,bad
6.3,0.43,0.32,3.28,good
6.8,0.41,0.3,3.12,bad
6.3,0.4,0.24,3.24,bad
5.1,0.35,0.26,3.38,bad
5.1,0.35,0.26,3.38,bad
6.3,0.3,0.2,3,bad
6.9,0.28,0.28,3.03,bad
7,0.33,0.28,3.17,bad
6.7,0.26,0.49,3.19,bad
7.3,0.24,0.3,3.05,good
6.7,0.46,0.21,3.26,bad
5.1,0.35,0.26,3.38,bad
5.1,0.23,0.18,3.22,bad
6.3,0.4,0.24,3.24,bad
7.1,0.44,0.23,3.15,good
4.8,0.26,0.23,3.46,good
6.8,0.31,0.19,2.83,bad
6.8,0.31,0.19,2.83,bad
7,0.15,0.29,3.15,bad
6.5,0.41,0.22,3.14,bad
6.2,0.31,0.23,3.16,bad
8,0.27,0.33,3,bad
8,0.27,0.33,3,bad
6.5,0.41,0.22,3.14,bad
6.2,0.31,0.23,3.16,bad
6.7,0.37,0.25,3.14,bad
6.6,0.21,0.5,2.96,bad
7.5,0.26,0.31,2.97,bad
7.5,0.34,0.28,3.2,good
6.7,0.37,0.25,3.14,bad
6.4,0.32,0.23,3.26,bad
6.7,0.24,0.32,3.34,bad
6.4,0.32,0.23,3.26,bad
7.1,0.39,0.79,3.17,bad
8.2,0.31,0.43,3.23,bad
6.7,0.24,0.32,3.34,bad
5.9,0.17,0.29,3.41,good
5.9,0.2,0.23,3.36,bad
6.6,0.32,0.26,3.4,good
5.9,0.12,0.27,3.55,bad
5.9,0.18,0.29,3.21,bad
5.9,0.2,0.23,3.36,bad
5.4,0.17,0.27,3.46,bad
6.1,0.21,0.3,3.27,bad
7.3,0.25,0.26,3.12,bad
7.3,0.25,0.26,3.12,bad
6.2,0.22,0.3,3.1,bad
6.5,0.27,0.19,3.16,bad
6.5,0.27,0.19,3.16,bad
6.6,0.39,0.22,3.25,good
6,0.31,0.38,3.24,bad
8.4,0.23,0.32,3.1,bad
7.3,0.25,0.26,3.12,bad
6,0.22,0.25,3.08,bad
6.2,0.22,0.3,3.1,bad
6.1,0.23,0.27,3.16,bad
6.5,0.27,0.19,3.16,bad
7.3,0.36,0.54,3.06,bad
7.6,0.37,0.51,2.91,bad
6.7,0.26,0.51,3.13,bad
7.4,0.22,0.27,3.29,good
6.1,0.22,0.28,3.2,bad
7.1,0.28,0.31,3.15,bad
6.5,0.35,0.31,3.18,bad
6.8,0.73,0.2,3.12,bad
6,0.28,0.24,3.1,bad
6,0.28,0.24,3.1,bad
7.1,0.2,0.37,3.15,bad
6.8,0.33,0.31,3.06,bad
6,0.28,0.24,3.1,bad
7.2,0.24,0.36,3.13,bad
6.8,0.33,0.31,3.06,bad
7.2,0.24,0.36,3.13,bad
6,0.28,0.24,3.1,bad
6.2,0.27,0.26,3.16,bad
6.4,0.38,0.26,2.99,bad
7.1,0.2,0.37,3.15,bad
6,0.21,0.3,3.18,bad
7,0.34,0.1,3.01,bad
5.9,0.435,0.16,3.24,bad
7,0.25,0.33,3.26,bad
6.7,0.26,0.29,3.23,bad
7,0.24,0.3,2.99,bad
8.5,0.23,0.34,3.07,good
6,0.21,0.3,3.18,bad
7,0.34,0.1,3.01,bad
4.8,0.65,0.12,3.32,bad
6.1,0.22,0.38,2.95,bad
5.8,0.27,0.26,3.1,bad
5,0.455,0.18,3.21,good
6.5,0.33,0.3,3.25,good
6.5,0.33,0.3,3.25,good
6.7,0.31,0.3,3.09,good
6.2,0.39,0.24,3.23,good
6.2,0.39,0.24,3.23,good
7.1,0.37,0.3,3.17,bad
7.2,0.23,0.82,2.93,bad
6.5,0.33,0.3,3.25,good
7.2,0.25,0.32,3.17,bad
6.2,0.39,0.24,3.23,good
4.7,0.455,0.18,3.21,good
7.1,0.37,0.3,3.17,bad
6.2,0.28,0.51,3.18,bad
6.4,0.35,0.28,3.12,good
6.6,0.31,0.28,3,bad
7.4,0.25,0.37,3.04,bad
7.3,0.36,0.34,3.14,bad
6.7,0.31,0.3,3.09,good
8.6,0.31,0.3,2.95,bad
8.6,0.31,0.3,2.95,bad
8.6,0.22,0.33,2.83,bad
6.9,0.14,0.29,3.19,bad
6.5,0.22,0.31,3.15,bad
6.6,0.32,0.47,3.18,bad
6.6,0.32,0.47,3.18,bad
6.1,0.28,0.26,3.03,bad
6.2,0.3,0.28,3.14,bad
6.9,0.22,0.28,3.22,good
8.7,0.31,0.21,2.96,bad
7.3,0.27,0.3,3.28,bad
7,0.46,0.2,3.08,bad
5.7,0.23,0.25,3.44,bad
6.5,0.36,0.36,3.17,bad
8.2,0.18,0.38,2.88,bad
6.2,0.27,0.32,3.21,bad
6.9,0.4,0.37,3.16,bad
4.9,0.345,0.34,3.24,bad
7.2,0.23,0.39,3.18,bad
6.4,0.2,0.15,2.99,bad
6.1,0.27,0.32,3.22,bad
6.2,0.27,0.32,3.21,bad
6,0.3,0.33,3.32,bad
6.1,0.3,0.32,3.31,good
5.7,0.14,0.3,3.32,bad
6.9,0.4,0.37,3.16,bad
4.9,0.345,0.34,3.24,bad
6.3,0.33,0.2,3.14,bad
7,0.16,0.3,2.88,bad
8.4,0.22,0.3,3.13,good
6.3,0.33,0.2,3.14,bad
7,0.16,0.3,2.88,bad
5.4,0.24,0.18,3.24,bad
7.7,0.31,0.36,3.11,bad
5.6,0.185,0.19,3.26,bad
5.6,0.185,0.19,3.26,bad
6.6,0.43,0.24,3.14,bad
7.6,0.39,0.46,2.91,bad
7.2,0.58,0.27,3.17,good
6,0.34,0.32,3.39,good
7.5,0.35,0.48,2.97,bad
7.3,0.38,0.23,3.1,bad
5.4,0.185,0.19,3.26,bad
6.3,0.27,0.51,3.16,bad
6.5,0.29,0.52,3.16,bad
6.4,0.17,0.3,3.03,bad
6.7,0.18,0.31,3.08,good
6.4,0.17,0.3,3.03,bad
6.8,0.37,0.67,3.06,bad
6.3,0.27,0.51,3.16,bad
6.5,0.29,0.52,3.16,bad
6.1,0.24,0.26,3.19,good
7,0.32,0.29,3.15,good
6.9,0.27,0.25,3.09,bad
6.5,0.29,0.53,3.26,good
6.5,0.29,0.52,3.25,bad
6.1,0.22,0.25,3.21,bad
6.3,0.22,0.27,3.05,good
6.1,0.24,0.26,3.19,good
5.6,0.23,0.25,3.19,bad
7,0.32,0.29,3.15,good
6.8,0.11,0.27,3.2,bad
6.8,0.11,0.27,3.2,bad
7.3,0.23,0.41,3.16,bad
6.1,0.2,0.17,3.3,bad
6.8,0.11,0.27,3.2,bad
7.3,0.23,0.41,3.16,bad
6.9,0.2,0.41,2.99,bad
6.7,0.19,0.32,2.9,good
6.7,0.28,0.34,3.25,good
6.7,0.28,0.34,3.25,good
8,0.37,0.31,2.9,bad
6.7,0.28,0.34,3.25,good
6,0.26,0.29,3.22,good
6.4,0.24,0.49,3.01,bad
6.4,0.24,0.49,3.01,bad
6.4,0.24,0.49,3.01,bad
6.4,0.25,0.57,3,bad
6.1,0.25,0.48,3.07,bad
6.8,0.14,0.35,3.07,bad
6.5,0.38,0.26,3.06,good
6.8,0.14,0.35,3.07,bad
5.4,0.15,0.32,3.04,bad
6.4,0.25,0.57,3,bad
6.1,0.25,0.48,3.07,bad
6.8,0.22,0.32,3.2,bad
7.2,0.21,0.29,3,bad
6,0.26,0.29,3.22,good
6.4,0.24,0.49,3.01,bad
6.5,0.46,0.24,3.08,bad
6.5,0.18,0.48,2.98,bad
6.2,0.32,0.12,3.16,bad
7.2,0.4,0.24,3.2,bad
5.9,0.23,0.24,3.21,bad
6.4,0.18,0.48,2.98,bad
6.2,0.32,0.12,3.16,bad
6.4,0.37,0.12,3.06,bad
7,0.23,0.42,3.04,bad
7.2,0.4,0.24,3.2,bad
7.6,0.19,0.37,3.18,bad
6,0.28,0.27,3.27,bad
6.2,0.32,0.45,3.25,bad
7.6,0.19,0.37,3.18,bad
6.4,0.26,0.26,3.09,bad
5.9,0.25,0.27,3.2,bad
6.1,0.28,0.3,3.22,bad
6.9,0.19,0.38,3.11,bad
6.4,0.29,0.57,3.06,bad
6.8,0.27,0.22,3.07,bad
7.5,0.26,0.38,3.13,bad
6.8,0.27,0.22,3.07,bad
6.4,0.2,0.22,3.24,bad
7.3,0.33,0.22,3.14,bad
7.3,0.34,0.22,3.14,bad
6.4,0.29,0.57,3.06,bad
6.1,1.1,0.16,3.35,bad
6.3,0.24,0.29,3.21,bad
6.2,0.24,0.22,3.23,bad
7.4,0.16,0.27,2.9,good
7.4,0.16,0.27,2.9,good
7.4,0.16,0.27,2.9,good
7.4,0.16,0.27,2.9,good
7.2,0.17,0.28,2.94,good
6.9,0.19,0.35,3,bad
6.9,0.19,0.35,3,bad
6.8,0.16,0.36,3.02,bad
7.4,0.16,0.27,2.9,good
6.8,0.3,0.27,2.96,bad
6.2,0.24,0.22,3.23,bad
7.4,0.16,0.27,2.9,good
7.2,0.17,0.28,2.94,good
6.8,0.3,0.27,2.96,bad
6.5,0.43,0.18,3.23,bad
6.6,0.17,0.36,3.05,bad
6.9,0.19,0.35,3,bad
6.8,0.16,0.36,3.02,bad
6.4,0.41,0.01,3.19,bad
6.4,0.41,0.01,3.19,bad
7.4,0.36,0.32,3.15,bad
6.1,0.17,0.21,3.07,bad
5.5,0.28,0.21,3.42,bad
6.6,0.5,0.26,3.27,good
7.1,0.44,0.27,3.16,bad
6.9,0.38,0.28,3.16,bad
7.1,0.44,0.27,3.16,bad
6.2,0.24,0.28,3.19,bad
6.1,0.28,0.27,3.21,bad
7.6,0.26,0.32,2.96,bad
7.5,0.16,0.38,3.15,good
6.5,0.36,0.16,3.19,bad
6.6,0.35,0.19,3.13,bad
5.7,0.25,0.26,3.08,bad
7.4,0.37,0.26,3.13,bad
5.7,0.25,0.21,3.3,bad
5.8,0.23,0.21,3.3,bad
5.4,0.265,0.28,3.19,bad
5.7,0.25,0.27,3.1,bad
5.7,0.25,0.26,3.08,bad
5.9,0.23,0.28,3.23,bad
6.2,0.3,0.32,3.28,bad
6.5,0.33,0.24,3.06,good
7.4,0.26,0.29,3.06,bad
7,0.2,0.4,3.03,bad
6.5,0.21,0.42,3.12,bad
7.3,0.25,0.27,3.07,bad
6.8,0.27,0.24,3.15,bad
6.7,0.24,0.3,2.86,bad
6.4,0.14,0.28,3.26,bad
6.4,0.5,0.2,3.18,bad
6.6,0.41,0.27,3.08,bad
6.4,0.25,0.28,3.09,good
6.6,0.41,0.27,3.08,bad
8,0.25,0.35,3.08,bad
6.4,0.14,0.28,3.26,bad
6.6,0.21,0.34,3.22,bad
6.4,0.5,0.2,3.18,bad
6.3,0.29,0.23,3.08,bad
6.9,0.37,0.23,3.23,bad
6.9,0.37,0.23,3.23,bad
5.7,0.31,0.28,3.31,good
6.9,0.45,0.27,3.12,good
6.9,0.3,0.45,3.07,good
5.3,0.23,0.56,3.16,bad
6.8,0.3,0.26,3.04,bad
6.7,0.28,0.42,3.18,bad
5,0.255,0.22,3.75,bad
7.6,0.4,0.27,3.22,bad
5.5,0.21,0.25,3.31,bad
6,0.2,0.25,3.27,bad
6.1,0.17,0.29,3.26,bad
7.5,0.21,0.29,3.15,bad
7.3,0.26,0.32,3.07,bad
6.2,0.35,0.2,3.15,bad
6.2,0.35,0.2,3.15,bad
6.5,0.43,0.31,3.15,good
6.5,0.4,0.31,3.15,good
7.4,0.28,0.5,3.01,bad
6.3,0.23,0.22,3.12,bad
6.2,0.34,0.25,3.14,bad
6.6,0.44,0.32,3.1,bad
6,0.13,0.36,3.1,good
6.3,0.17,0.23,3.08,bad
6.3,0.18,0.22,3.09,bad
6.7,0.31,0.34,3.33,bad
6.6,0.33,0.32,3.25,bad
6.3,0.34,0.31,3.22,good
6.8,0.29,0.32,3.05,bad
7.4,0.31,0.26,3.26,bad
7.4,0.31,0.26,3.26,bad
5.7,0.25,0.27,3.33,bad
6.8,0.27,0.28,3.24,bad
5.9,0.26,0.24,3.63,bad
5.9,0.65,0.23,3.46,bad
7.4,0.31,0.26,3.26,bad
6.6,0.23,0.32,3.22,bad
6.8,0.18,0.35,3.1,good
6.8,0.28,0.29,3.02,bad
6.8,0.28,0.29,3.02,bad
5.9,0.27,0.27,3.25,bad
6.1,0.25,0.28,3.22,bad
6.8,0.28,0.29,3.02,bad
6.8,0.26,0.29,3.03,bad
7.1,0.13,0.29,3.16,good
6.8,0.18,0.35,3.1,good
6.2,0.2,0.25,3.19,bad
5.8,0.24,0.28,3.1,good
7.6,0.48,0.31,3.07,bad
7.4,0.26,0.32,3.1,bad
6.2,0.2,0.25,3.19,bad
6.1,0.3,0.47,3.19,bad
6.2,0.32,0.5,3.19,bad
6.1,0.3,0.47,3.19,bad
6.3,0.34,0.52,3.18,bad
7.4,0.16,0.3,2.9,good
7.4,0.16,0.3,2.9,good
7.4,0.16,0.3,2.9,good
7.4,0.16,0.3,2.9,good
7.4,0.16,0.3,2.9,good
7.4,0.16,0.3,2.9,good
7.2,0.26,0.38,3.18,bad
7,0.31,0.35,3.22,bad
6.6,0.22,0.35,3.17,good
5.8,0.23,0.31,3.19,good
6.3,0.17,0.32,3.31,good
6,0.19,0.26,3.32,bad
6.7,0.21,0.34,3.24,good
7.4,0.16,0.3,2.9,good
6.6,0.22,0.37,3.15,bad
6.8,0.34,0.27,3.27,bad
7.1,0.34,0.86,2.92,bad
6.3,0.24,0.22,3.06,bad
6.9,0.35,0.39,3.2,good
6.8,0.24,0.33,3.1,bad
6.4,0.25,0.33,3.23,bad
5.8,0.19,0.33,3.16,good
6.9,0.24,0.4,3.2,bad
6.5,0.31,0.61,3.09,bad
6.6,0.25,0.32,2.96,bad
7.5,0.38,0.56,3.13,bad
6.2,0.3,0.3,3.31,good
6.4,0.33,0.28,3.26,good
6.9,0.24,0.4,3.2,bad
7.6,0.27,0.32,3.06,bad
5.9,0.24,0.34,3.19,bad
5.3,0.33,0.3,3.32,bad
6.4,0.21,0.21,3.07,bad
7,0.22,0.3,3.2,bad
7.8,0.27,0.35,3.09,bad
6.7,0.2,0.24,3.12,bad
8.1,0.27,0.33,2.98,bad
6.7,0.2,0.24,3.12,bad
7.1,0.45,0.24,2.94,good
5.8,0.22,0.29,3.24,bad
6.3,0.3,0.48,3.18,bad
7.9,0.36,0.53,2.94,bad
8.1,0.27,0.33,2.98,bad
8,0.24,0.33,3.03,bad
6.7,0.41,0.27,3.05,bad
6.7,0.24,0.31,3.29,bad
6.2,0.3,0.32,3.3,bad
6.9,0.26,0.38,3.06,bad
6.7,0.41,0.27,3.05,bad
5.9,0.32,0.2,3.24,bad
6.1,0.25,0.3,3.34,good
5.6,0.23,0.29,3.25,bad
6.6,0.23,0.32,3.29,bad
6,0.17,0.21,3.08,bad
7.1,0.38,0.42,3.04,bad
6.6,0.31,0.37,3.24,bad
6.5,0.38,0.53,3.14,bad
7,0.44,0.24,3.05,bad
7,0.44,0.24,3.05,bad
7,0.44,0.24,3.05,bad
6.1,0.38,0.14,3.07,bad
8,0.33,0.32,2.92,bad
7,0.44,0.24,3.05,bad
6,0.19,0.29,3.22,bad
6.3,0.28,0.34,3.26,bad
6.1,0.38,0.14,3.07,bad
5.3,0.43,0.11,3.51,bad
5.4,0.22,0.35,3.29,good
6.2,0.345,0.27,3.31,bad
5.6,0.255,0.57,3.25,good
5.2,0.2,0.27,3.44,good
6.2,0.29,0.23,3.11,bad
6.3,0.26,0.25,2.97,bad
6,0.22,0.23,2.94,bad
7.5,0.35,0.37,3.14,bad
6.6,0.39,0.28,3.07,bad
6.3,0.23,0.33,3.23,bad
6.3,0.22,0.3,3.24,bad
6.4,0.29,0.18,3.14,bad
6.4,0.29,0.18,3.14,bad
7.5,0.23,0.3,3.05,bad
6.4,0.29,0.18,3.14,bad
5.7,0.28,0.36,3.27,good
6.5,0.26,0.24,3.08,bad
6.4,0.27,0.29,3.1,bad
5.9,0.22,0.29,3.13,good
6.8,0.26,0.26,3.16,bad
7.6,0.36,0.48,3.04,bad
7.6,0.35,0.47,3.04,bad
5.7,0.18,0.26,3.07,bad
6.6,0.36,0.47,3.09,bad
5.9,0.14,0.2,3.25,bad
5.5,0.23,0.19,3.19,bad
6.7,0.11,0.26,3.2,bad
7,0.24,0.24,3.3,bad
6.7,0.11,0.26,3.2,bad
5.3,0.47,0.1,3.48,bad
7.5,0.29,0.24,3.15,bad
6,0.33,0.26,3.15,bad
6,0.33,0.26,3.15,bad
5.8,0.32,0.23,2.96,bad
5.8,0.3,0.23,2.96,bad
3.8,0.31,0.02,3.75,bad
6.2,0.36,0.22,3.22,bad
6,0.31,0.27,3.32,good
6.9,0.52,0.54,3.26,bad
7,0.55,0.05,3.26,bad
5.8,0.2,0.16,3.23,bad
6.2,0.36,0.22,3.22,bad
6,0.31,0.27,3.32,good
6,0.29,0.27,3.31,good
5.7,0.22,0.29,3.17,bad
7.1,0.46,0.23,3.11,bad
6.6,0.21,0.3,3.07,bad
6.9,0.42,0.2,3.08,bad
5.7,0.22,0.2,3.22,bad
5.7,0.22,0.2,3.22,bad
5.7,0.22,0.2,3.22,bad
5.7,0.22,0.2,3.22,bad
5.2,0.31,0.2,3.56,good
7.2,0.22,0.35,3.08,bad
5.6,0.18,0.29,3.07,bad
6.2,0.24,0.27,3.23,bad
5.7,0.22,0.2,3.22,bad
5.7,0.26,0.24,3.3,bad
5.7,0.26,0.24,3.3,bad
6,0.2,0.26,3.15,bad
6,0.2,0.26,3.15,bad
6,0.2,0.26,3.15,bad
6,0.2,0.26,3.15,bad
7.6,0.28,0.17,3.08,bad
7,0.2,0.33,2.88,bad
6.6,0.26,0.27,2.87,bad
5.7,0.26,0.24,3.3,bad
7.2,0.21,0.36,3.25,bad
6.9,0.22,0.32,3.17,bad
7.2,0.21,0.36,3.25,bad
7.4,0.22,0.28,3.1,bad
7.2,0.21,0.36,3.25,bad
6.9,0.22,0.32,3.17,bad
7,0.2,0.35,3.13,bad
5.6,0.26,0,3.44,bad
6.3,0.28,0.3,3.1,bad
6.4,0.29,0.3,3.1,bad
7.2,0.34,0.23,3.01,bad
7.1,0.39,0.39,3.05,bad
6.9,0.26,0.29,3.16,bad
6.1,0.24,0.25,3.39,bad
5.9,0.25,0.24,3.38,bad
6.1,0.24,0.27,3.22,bad
6.5,0.22,0.27,3.38,good
6.2,0.26,0.29,3.33,bad
6.6,0.34,0.25,3.36,bad
5.6,0.225,0.24,3.17,bad
7.1,0.23,0.28,3.12,bad
6.9,0.26,0.29,3.16,bad
6.4,0.27,0.3,3.32,bad
6.3,0.41,0.22,3.2,good
6.7,0.41,0.24,3.12,good
7.2,0.585,0.2,3.13,bad
6.7,0.34,0.26,3,good
6.3,0.41,0.22,3.2,good
6.7,0.41,0.24,3.12,good
6.4,0.26,0.35,3.16,bad
6.3,0.28,0.22,3,bad
7.4,0.16,0.33,3.04,good
8.4,0.27,0.3,2.89,bad
5.9,0.2,0.28,3.4,bad
6.4,0.24,0.26,3.12,bad
7.4,0.38,0.34,3.11,bad
6.4,0.24,0.26,3.12,bad
6.4,0.42,0.19,3.23,bad
6.4,0.23,0.26,3.12,bad
6.4,0.24,0.26,3.12,bad
7.4,0.38,0.34,3.11,bad
7.3,0.19,0.27,2.94,good
7.3,0.19,0.27,2.94,good
7.3,0.19,0.27,2.94,good
7.3,0.19,0.27,2.94,good
7.3,0.19,0.27,2.94,good
7.3,0.19,0.27,2.94,good
7.3,0.19,0.27,2.94,good
6.8,0.24,0.29,3.23,good
7.3,0.19,0.27,2.94,good
7.4,0.27,0.52,3.04,bad
5.7,0.28,0.35,3.44,bad
5.8,0.22,0.25,3.37,bad
6.7,0.27,0.69,2.96,bad
7.1,0.2,0.35,3.11,bad
6.7,0.27,0.69,2.96,bad
7.1,0.23,0.3,3.03,good
7.6,0.31,0.52,2.98,bad
7.2,0.34,0.28,2.96,bad
7,0.36,0.25,2.82,bad
6.4,0.31,0.28,3.22,bad
7.3,0.28,0.35,3.18,bad
7.4,0.16,0.3,3.11,bad
6.4,0.31,0.27,3.27,bad
6.4,0.31,0.28,3.22,bad
6.2,0.29,0.29,3.25,bad
5.9,0.28,0.34,3.31,bad
6.5,0.23,0.2,3.18,bad
7.2,0.34,0.2,3.17,bad
7.3,0.28,0.35,3.18,bad
6.5,0.2,0.33,3.22,bad
6.2,0.24,0.27,3.12,bad
7.1,0.31,0.25,3.14,bad
6.4,0.29,0.21,2.99,bad
6.3,0.19,0.33,2.86,bad
5.9,0.29,0.28,3.26,bad
7.1,0.31,0.25,3.14,bad
6.5,0.3,0.28,2.98,bad
6.4,0.29,0.21,2.99,bad
6.5,0.22,0.19,3.02,bad
7,0.23,0.28,3.18,bad
7.1,0.23,0.23,3.05,bad
6.1,0.26,0.28,3.14,bad
6.4,0.35,0.21,3.16,bad
6,0.32,0.32,3.22,bad
6.1,0.34,0.21,3.02,bad
6.5,0.13,0.27,3.21,bad
6.5,0.315,0.2,2.94,bad
6.1,0.34,0.21,3.02,bad
5.7,0.31,0.29,3.31,bad
6.4,0.3,0.27,3.22,bad
7,0.24,0.26,3.2,bad
6.5,0.13,0.27,3.21,bad
6.4,0.26,0.21,3.23,bad
6.4,0.26,0.21,3.23,bad
6,0.27,0.31,3.28,bad
7.1,0.21,0.33,3.11,bad
6.7,0.26,0.29,3.08,bad
6.3,0.28,0.22,3.05,bad
6.2,0.25,0.44,3.14,bad
7.3,0.22,0.37,3.25,bad
6.2,0.25,0.44,3.14,bad
6.4,0.18,0.28,3.25,bad
6.3,0.2,0.26,3.26,bad
6.6,0.24,0.22,3.1,bad
7.4,0.27,0.26,3.11,bad
7.4,0.27,0.26,3.11,bad
7.4,0.27,0.26,3.11,bad
6.6,0.24,0.22,3.1,bad
7.4,0.27,0.26,3.11,bad
7.1,0.38,0.29,3.02,bad
6.8,0.43,0.26,3.17,bad
5.2,0.22,0.46,3.19,bad
5.9,0.29,0.16,3.21,bad
5.9,0.29,0.16,3.21,bad
6.3,0.29,0.29,3.17,good
6.3,0.19,0.32,2.92,bad
5.7,0.29,0.16,3.21,bad
6.3,0.29,0.29,3.17,good
5.7,0.24,0.47,3.11,bad
5.8,0.3,0.38,3.23,good
7.1,0.27,0.27,3.04,good
5.8,0.3,0.38,3.23,good
7.1,0.27,0.27,3.04,good
6.3,0.305,0.22,3.08,bad
5.7,0.24,0.47,3.11,bad
6.2,0.22,0.28,3.19,bad
6.6,0.22,0.23,3.08,bad
6.6,0.22,0.23,3.08,bad
6.6,0.22,0.23,3.08,bad
6.6,0.22,0.23,3.08,bad
6.2,0.22,0.28,3.19,bad
6.2,0.22,0.28,3.19,bad
6.6,0.22,0.23,3.08,bad
6.1,0.22,0.5,3.22,bad
6.2,0.21,0.52,3.22,bad
6.3,0.32,0.26,3.11,bad
6.9,0.44,0.27,3.2,bad
6.1,0.31,0.34,3.27,bad
8.1,0.36,0.59,2.96,bad
6.6,0.38,0.28,3.21,bad
6.7,0.24,0.26,3.15,bad
6.9,0.56,0.26,3.21,bad
7.2,0.24,0.24,3.25,bad
