Cocktail Name,Bartender,Bar/Company,Location,Ingredients,Garnish,Glassware,Preparation,Notes
Mayahuel's Revenge,Brian Means,Dirty Habit,San Francisco,"1.5 oz Chinaco Blanco Tequila, 1 oz Vermut Vermouth, .5 oz Giffard Banane du Brésil, 3 dash Bittercube Jamaican #2 Bitters",Lemon Zest,Coupe,Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.,* Mixture is barrel aged for 5 months in a used Bourbon Barrel
The Commissioner's Trophy #3,Saul Ranella,Hog Island Oyster Co.,San Francisco,"1.5 oz No.3 London Dry Gin, 1 oz Amaro, .5 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Strawberry shrub","Orange zest, Lemon zest",Coupe,Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,
Alaska Cocktail,,,,"2.25 oz No.3 London Dry Gin, .75 oz Green Chartreuse, 3 dash Orange bitters",,Coupe,Stir in mixing glass and serve in a chilled coupe.,
Bushido Cocktail,,,,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Pedro Ximenez Sherry, 2 dash Angostura Bitters",Luxardo Cherry,Cocktail Glass,Stir ingredients and strain into cocktail glass. Garnish with Luxardo Cherry.,"This cocktail is meant to be spirit forward but clean allowing the Nikka to shine through and the sherry to push the more round flavors of the whisky. Bushido translates to ""the way of the warrior"" according to the Japanese Code of Honor."
Abrazo Latino,Francesco Lafranconi,,,"1.5 oz Chinaco Reposado Tequila, .75 oz Luxardo Amaro Abano, .75 oz Luxardo Triplum (Triple Sec)",Torched rosemary sprig,Coupe,Stir ingredients in a mixing glass filled with ice then strain into a chilled cocktail coupe.,
Peruvian Wish (Adapted),Francesco Lafranconi,,,"1.5 oz BarSol Pisco, .75 oz Luxardo Amaro Abano, .75 oz Luxardo Maraschino Liqueur",Grapefruit peel,N/A,"Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

",
The Awen,Francesco Lafranconi,,,"1.5 oz Pot still-style Irish Whiskey, .5 oz Luxardo Maraschino Liqueur, 1 oz Cocchi Americano, 1 dash Orange Bitters","Star Anise, Sliced Fig",Rocks Glass,Stir ingredients in glass over an ice sphere.,
Nikka's Golden Cherry,Torrence Swain,,Washington DC,"2 oz Nikka Coffey Grain Whisky, .5 oz Luxardo Maraschino Liqueur, .75 oz Dry Vermouth Infusion*, 2 dash Bittermens Burlesque Bitters,  top Lemon Foam**",,Cocktail Glass,"Stir ingredients over cracked ice. With a julep strainer, pour into a chilled cocktail glass. Once poured, top with lemon foam.

*Dry Vermouth Infusion:
-- 1.5 oz Togarashi Spice
-- 3 Vanilla Beans
-- 2 bags of Green Tea
Place ingredients in cheesecloth to steep in a bell jar with 1 bottle of Dolin Dry vermouth for 2 days. 
Remove the infusion elements and refrigerate the infusion.

**Lemon Foam:
-- 1 bsp Lemon Juice
-- 1 bsp Simple Syrup
-- 1 Egg White 
Place ingredients into a shaker tin and whip with a bar whisk into a foam.",
Bird on a Wire,Kate Grutman,,,"1.5 oz Pink Pigeon Rum, .5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Peychaud's Bitters, .5 oz Luxardo Maraschino Liqueur",Lemon peel,N/A,Stir ingredients together and strain into an absinthe-rinsed coupe. Garnish with a lemon twist/peel.,
Kind of Fancy,Jacques,Wildhawk,San Francisco,"1.5 oz H by HINE, .75 oz Wild Turkey 101 Rye, .5 oz Bin 27 Port, .25 oz Yellow Chartreuse, 2 dash Mole Bitters",Dukes Orange Twist,Canadian Glencairn Glass,Stir ingredients with ice and strain into Canadian Glencairn glass.,
Cherry Shandy,Emily Arden Wells,Gastronomista.com,,"1.5 oz Luxardo Sangue Morlacco Cherry Liqueur, 6 oz IPA",Luxardo Cherry,N/A,Stir IPA and Luxardo in a tumbler. Garnish with Luxardo Cherry.,"<a href=""http://www.saveur.com/cherry-shandy-cocktail-recipe"" target=""_blank"">http://www.saveur.com/cherry-shandy-cocktail-recipe</a>"
Playa Matalan (Mezcal Negroni),Dave Guest,,San Francisco,"2 oz Mezcal, .75 oz Tempus Fugit Alessio Vermouth Chinato, .75 oz Tempus Fugit Gran Classico Bitter, 2 dash Tempus Fugit Abbott's Bitters",Orange Peel Zest,N/A,Stir over 1 large rock. Garnish with zest of an orange peel.,
Party in the Agave Fields,Dave Guest,,San Francisco,"2 oz Mezcal, .75 oz Luxardo Triplum (Triple Sec), .75 oz Luxardo Amaro Abano, 3 dash Tempus Fugit Abbott's Bitters",Orange Peel Zest,N/A,Stir over 1 large rock. Garnish with zest of an orange peel.,
The Pink Aperitivo,Ryan Chetiyawardana,,United Kingdom,"30 ml Pink Pigeon Rum, 15 ml Luxardo Aperitivo, 15 ml Red Vermouth, 2 dash Peychaud's Bitters",Black olive,Martini,"Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick.",
Nikka Earl Grey,,,Washington DC,"2.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Honey, .5 oz Earl Grey Syrup,   Smoked Malt",,Rocks Glass,Stir over ice and serve in a rocks glass.,
Mean Martinez,Brian Means,Dirty Habit,,"1.5 oz Old Tom Gin, 1 oz Lustau East India Solera, .5 oz Grand Poppy Liqueur",,Nick & Nora,Stir over ice and strain into a Nick and Nora glass.,
Astoria,,,,"2 oz Junipero Gin, 1 oz Dry Vermouth, 1-2 dash Orange Bitters",Lemon Twist,Cocktail Glass,"Stir over ice for at least 30 seconds, strain into cocktail glass. Garnish with lemon twist.",
Cherry Champagne Cocktail,,Gastronomista.com,,"4 oz Champagne or Prosecco, 1 oz Tart Cherry Juice, .5 oz Luxardo Maraschino Liqueur, 4 dash Mole Bitters, 1 bsp Luxardo Amaro Abano",Thyme,Coupe,"Stir the cherry juice, Maraschino, bitters and Amaro in a mixing glass with ice. Strain into a cocktail coupe and top with Champagne. Garnish with a sprig of thyme.",
The Chief,Ian Scalzo,Horsefeather,San Francisco,"1.5 oz Junipero Gin, .75 oz Cocchi Americano, .5 oz Salers Gentiane Aperitif, 2 drops Black Licorice-Infused Angostura Bitters, 1 drop Sea Salt Tincture",Brandied Cherries,Coupe,Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.,Junipero Gin 20th Anniversary Signature Cocktail
El Cortez,Francesco Lafranconi,,,"1 oz Luxardo Apricot Liqueur, 1.5 oz Chinaco Reposado Tequila, 2 oz Dry Riesling",Grapfruit peel,N/A,"Stir the first two ingredients with ice, then strain into a chilled wine glass. Top with chilled wine, stir and serve.",
The Lady Whisper,Francesco Lafranconi,,,"1 oz Aged Rum, 1 oz Old Potrero Straight Rye Whiskey, .5 oz Luxardo Apricot Liqueur, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, 2 dash Bitters",Lemon peel,N/A,"Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass.",
Angel Face (Classic),,,,"1 oz Luxardo Apricot Liqueur, 1 oz C. Drouin Calvados Selection, 1 oz No.3 London Dry Gin",Lemon Peel Oils,N/A,"Stir the ingredients in a mixing glass filled with ice, then strain and serve into a chilled cocktail glass.",
Improved Calvados Cocktail,Thad Vogler,Trou Normand,San Francisco,"2 oz C. Drouin Calvados Selection, 1 bsp Benedictine, 1 bsp Green Chartreuse, 1 bsp Small Hand Foods Gum Syrup, 2 dash Angostura Bitters",Orange Peel,Double Rocks Glass,"Stir to 35 °F, strain into a double rocks glass over an angled ice wedge. Garnish with orange peel.",Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Dirt Nap,Brian Means,Dirty Habit,San Francisco,"1.5 oz Noilly Prat Dry Vermouth*, .75 oz Oloroso Sherry, .75 oz King's Ginger Liqueur",,Nick & Nora,Stir with ice and serve in a Nick and Nora glass (slimmer version of a coupe).,*Noilly Prat Dry Vermouth- Infused with Porcini Mushroom
Cherry Blossom Martini,,Gastronomista.com,,"2 oz Karlsson's Gold Vodka, 1 oz Dolin Dry Vermouth, .25 oz Luxardo Maraschino Liqueur, 6 dash Celery Bitters",Cherry Tree Blossom,Coupe,Stir with ice and strain into a chilled coupe. Garnish with a fresh cherry tree blossom.,
Pineapple Express,Jim Meehan,American Express Centurion Lounge,San Francisco,"1 oz Charbay Ruby Red Grapefruit Vodka, 1 oz Vya Dry Vermouth, .75 oz Hophead Vodka, .25 oz Small Hand Foods Pineapple Gum Syrup",Grapefruit Twist,Coupe,Stir with ice and strain into a chilled coupe. Garnish with a grapefruit twist.,
Iron Fist in a Velvet Glove,Brian Means,Dirty Habit,San Francisco,"1.25 oz Lillet Rose, .75 oz BarSol Primero Quebranta Pisco, .75 oz Prata Cachaca, .25 oz Velvet Falernum",Grapefruit Twist,Nick & Nora,Stir with ice and strain into a Nick & Nora glass. Garnish with a grapefruit twist.,
The Fritz,Ryan Lotz,,,".75 oz Junipero Gin, .75 oz Luxardo Maraschino Liqueur, .75 oz Peychaud's Bitters, .75 oz Punt e Mes",Orange Twist,Rocks Glass,Stir with ice and strain into a rocks glass. Garnish with an orange twist.,
Lonesome George,Jacques,The Forgery,San Francisco,"1.25 oz Apricot-Infused H by HINE, 1 oz Napoleon Amontillado, .25 oz Mandarine Napoléon, .5 oz Lazzaroni Amaro",Orange Twist and Discard,Wine Glass,Stir with Ice and strain into a small wine glass.,
Under the Sun,Brian Means,Dirty Habit,San Francisco,"1.5 oz Plantation Pineapple Rum, 1 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Ancho Reyes, 3 dash House-made Roasted Banana Bitters",Orange Twist,Old Fashioned Glass,Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.,
B-String,,Dirty Habit,San Francisco,"1.5 oz H by HINE, 1 oz Lustau Amontillado Sherry, .5 oz Giffard Banane du Brésil, 3 dash House-made Roasted Banana Bitters (or Bittermens Tiki Bitters)",Banana Chip,Coupe,Stir with ice for about 20 seconds and then strain into a chilled cocktail coupe.,Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
The Silver Cocktail,Douglas Ford,Cold-Glass.com,,"1.5 oz Junipero Gin, 1.5 oz Dry Vermouth, .25 oz Luxardo Maraschino Liqueur, 2 dash Orange Bitters",Lemon,Cocktail Glass,Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.,"Photo credit: Douglas M. Ford, cold-glass.com"
Obituary Cocktail,,,,".25 oz Mansinthe Absinthe, 2 oz Genevieve Gin, .25 oz Tempus Fugit Alessio Extra Dry Vermouth",,N/A,Stir with ice. Strain into a cocktail glass.,
Bourbon Crusta,,The Devil's Acre,San Francisco,"2 oz Bourbon, .25 oz Orchard Syrup, .25 oz Lemon Juice, 1 bsp Luxardo Triplum (Triple Sec), 1 bsp Luxardo Maraschino Liqueur, 3 dash Boker’s Bitters",Lemon Sugar Rim,Vintage Glass,"Stir with pebble ice, strain into rimmed vintage glass.",Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
International Mistress,,MAVEN,San Francisco,"1.5 oz Amaro Nonino Quintessentia, .75 oz Lemon Juice, .5 oz Mezcal, .5 oz Small Hand Foods Orgeat, 2 oz Soda Water",Grapefruit Peel,Collins,"Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel.",Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Mezcal Coffee Old Fashioned,Caitlin Laman,,,"2 oz Mezcal, .5 oz Rich coffee syrup*, .5 oz Amargo Vallet",Orange twist,N/A,"Stir, serve on a large rock with an orange twist garnish.",*2:1 sugar (raw) to Mexican coffee.
Scotch Joplin,,Hideout at Dalva,San Francisco,"2 oz Ardbeg Ten, .75 oz Luxardo Aperitivo, .5 oz The Genuine Curacao Liqueur Orange, 5 dash Orange Bitters",Lemon Twist,Nick & Nora,"Stir, strain into a chilled Nick and Nora glass. Garnish with lemon twist.",Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Virgil St.,,Trick Dog,San Francisco,"1 oz Mezcal, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso, .5 oz Old Tom Gin, .5 oz Tempus Fugit Kina L'Aero d'Or, 1 dash Duplais Swiss Absinthe Verte",Lemon Peel,Double Rocks Glass,"Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.",Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
The Hollinger Manhattan,,Elixir,San Francisco,"2 oz Rittenhouse Rye, .5 oz Sweet Vermouth, .25 oz Luxardo Maraschino Liqueur, .25 oz Duplais Swiss Absinthe Verte",Luxardo Cherry,Coupe,"Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.",Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
The Claridge,,,,"2.25 oz Gin, 2.25 oz Dry Vermouth, .75 oz Luxardo Apricot Liqueur, .75 oz Cointreau",,N/A,"Stir, strain, and serve straight up.",
Venetian,,Absinthe Brasserie & Bar,San Francisco,".5 oz Luxardo Amaretto di Saschira, .5 oz Campari, .5 oz Dry Vermouth",Lemon Zest,N/A,"Stir, strain, and serve straight up. Express zest and garnish.",
The Professor,Brandon Wise,Imperial,Portland,"1.5 oz Nikka Coffey Grain Whisky, .75 oz Madeira, .75 oz Dolin Dry Vermouth, .25 oz Nux Alpina Walnut Nocino Liqueur, 1 dash Angostura Bitters",Orange twist,N/A,"Stir, tastes great up or over a large ice cube with an orange twist.",
Cullerton Street,Julia Momose,GreenRiver,Chicago,"2 oz Barley Tea-Infused Nikka Coffey Grain Whisky*, .25 oz Verjus Blanc, .25 oz Kummel Liqueur, .75 oz Pineau des Charentes, 1 tsp Demerara Sugar Syrup","Fukujinzuke Spray, Lemon Expression",Double Rocks Glass,"Stir. Add ice cube.

*Barley Tea-Infused Nikka Coffey Grain Whiskey:
-- 10 g. Barley Tea (1 package)
-- 750 mls. Nikka Coffey Grain Whisky
In a cambro, empty a bottle of Nikka Coffey Grain Whiskey, add 1 package of barley tea.
Steep for 30 minutes at room temperature.
Strain and store.",
Doctor's Orders,,,,"1.75 oz Junipero Gin, .75 oz Dry Vermouth, .25 oz Curacao, 1 dash Tempus Fugit Abbott's Bitters",Lemon Twist,Cocktail Glass,Stir. Serve in a small cocktail glass. Lemon twist to garnish.,
Creole,Kevin Diedrich,BDK Restaurant & Bar,San Francisco,"1.5 oz H by HINE, .75 oz Clement Creole Shrubb, .75 oz Fino Sherry, 2 dash Orange Bitters",Lemon Twist,Martini,Stir. Strain into martini glass. Garnish with lemon twist.,Featured on Speed Rack 2015 SF Speed City Takeover Baseball Card.
Coffee & Clove,Anthony Parks,Mourad,San Francisco,"1.5 oz Nikka Coffey Grain Whisky, .75 oz Manzanilla Sherry, .75 oz Orange Liqueur, 2 dash Clove Tincture",,Nick & Nora,Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.,
Swedish Nightingale,Morgan Schick,Jupiter Olympus,San Francisco,"1.5 oz No.3 London Dry Gin, .5 oz Maurin Quina, .25 oz Pineapple Gomme Syrup, 1 bsp Peated Kola Nut Tincture, 2 dash Angostura Bitters",Lemon Peel,N/A,Stir. Strain. Lemon peel garnish.,
Nigamono,John deBarry ,Momofuku,,"2 oz Nikka Coffey Grain Whisky, .75 oz Maurin Quina, .75 oz Luxardo Amaro Abano",Luxardo Cherries,Double Old Fashioned Glass,Stir. Use large ice cube.,
Gran Classico Negroni,,,,".75 oz Tempus Fugit Gran Classico Bitter, .75 oz No.3 London Dry Gin, .75 oz Tempus Fugit Alessio Vermouth di Torino Rosso",Orange Twist,N/A,Strain into an ice filled glass and garnish with an orange twist.,
Pink Mojito,Kate Grutman,,,"2 oz Pink Pigeon Rum, .25 oz Simple syrup, 2 oz Cranberry juice, 1 fill Club soda,   Mint leaves, 1 whole Lime, juiced",Mint sprig,N/A,"To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig.",
Karlsson's Winter Punch,Sean McClure,,,"750 ml bottle Karlsson's Gold Vodka, 5 oz Pomegranate Juice, 9 oz Cranberry Juice, 9 oz Aperol, 4 oz Simple Syrup (equal parts sugar and water), 3  Star Anise, 5  Cloves, 4  Allspice Berries, 3  Cinnamon Sticks, 2 oz Orange Peel",Fresh Orange Wheels,N/A,"Toast spices and set aside. Bring cranberry juice to a simmer. Tie the spices and orange peel in cheesecloth and add them to the cranberry juice. Let this simmer for about 30 minutes. Remove the spice sachet and add the other liquid ingredients. Serve warm or chilled with orange wheels as a garnish. (The magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.)","With the winter months upon us, you are sure to find a need for a great punch recipe. Punches are very versatile and always a hit at parties. This punch can be served chilled or warm, depending on your taste. If served chilled, we recommend having a bottle of champagne on ice next to the punch bowl to offer your guests the option of topping their punch off with a bit of bubbles."
The Boys of Summer Cup,Alex Smith,Novela,San Francisco,"1 oz No.3 London Dry Gin, 1 oz Dolin Rouge Vermouth, .5 oz The Genuine Curacao Liqueur Orange, .5 oz King's Ginger Liqueur, .25 oz Chareau Liqueur, .5 oz Fresh Lemon Juice,  top Fever-Tree Bitter Lemon","Lemon Wheel, Mint Sprig",Collins,Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.,
Brisa del Sur,Johel Huaman Barbosa & Christian Hurtado,NEAT,Westport,"1.5 oz BarSol Selecto Italia Pisco, .5 oz Rocoto passion fruit reduction, .5 oz Fresh lime juice, .5 oz Simple syrup",Cilantro,N/A,Top with Grapefruit soda. Shake and strain into ice filled glass.,Served at the 7 Pisco Brands: 14 Cocktails
Bianco Americano,Matt Grippo,Blackbird,San Francisco,"1.5 oz Luxardo Bitter Bianco, 1 oz Tempus Fugit Kina L'Aero d'Or, .5 oz Junipero Gin","Grapefruit Twist, Thyme",N/A,Topped with about 4 oz. of LaCroix Pamplemousse. Garnish with grapefruit twist and thyme.,
Soleo,Francesco Lafranconi,,,"1 oz Luxardo Limoncello, 1 oz Herbal Liqueur",Fresh lemon verbena sprig,N/A,Use an empty bottle of 750ml capacity and combine together 12 ounces - 360 ml of each of the two liqueurs and store in the freezer. Serve very cold in a small cordial glass without ice.,Shake the bottle containing the mixture before serving.
Vieja Moda,,,,"2 oz Chinaco Anejo Tequila, 1 tsp Cinnamon-Clove Syrup*, 4 drops Bittermens Hellfire Habanero Shrub Bitters, 1 peel Grapefruit",Grapefruit Peel,Old Fashioned Glass,"Using a grater, slice 1 peel of grapefruit into a double old-fashioned glass, angling into the glass in order to get the expressed citrus. Then add Cinnamon-Clove Syrup and 3 large ice cubes.

Separately, in a large mixing glass full of ice, pour in Chinaco Anejo Tequila. Using a barspoon, stir for 28-33 rotations. Strain tequila into prepared glass. Add 4 drops of Bittermens Hellfire Bitters. Garnish and enjoy.

*Cinnamon-Clove Syrup:  
-- 2 C Water
-- 1 C Demarea Sugar
-- 4-5 Cinnamon Sticks
-- 7-9 Cloves

Combine Water and Demarea in a pot and bring to a simmer until the sugar is dissolved. Remove from heat. Add Cinnamon Sticks and Cloves and let steep. Leave at room temperature, overnight. Once cooled, strain into a squeeze bottle and refrigerate.",
Flambeed Brandy Alexander,,,,"2 oz H by HINE, 1 oz Tempus Fugit Creme de Cacao, 1 oz Cream (steamed as for a cappuccino)",Nutmeg,Mug,"Warm and flame H by Hine VSOP Fine Champagne in metal mug like a Blue Blazer without the tossing back and forth.
Douse flame of heated brandy with cacao, top with foamed cream.
Garnish with freshly grated nutmeg.
",
