Cocktail Name;Category;Alcoholic;Glassware;Preparation;PreparationDE;PreparationIT;DrinkThumb;Ingredients
Thai Iced Coffee;Coffee / Tea;Non alcoholic;Highball glass;Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.;Bereite eine Kanne Kaffee mit guter europäischer Stärke zu. In den gemahlenen Kaffee 2 oder 3 frisch gemahlene Kardamomschoten geben. Im heißen Zustand süßen, dann schnell abkühlen lassen. In einem Highball-Glas über Eis mit Sahne servieren. Um den Schichteffekt zu erzielen, legen Sie einen Löffel auf den Kaffee und gießen Sie die Milch vorsichtig in den Löffel, so dass sie auf dem Kaffee schwimmt.;Nel caffè macinato aggiungere 2 o 3 cialde di cardamomo appena macinate.  Dolcificare quando è caldo, quindi raffreddare rapidamente.  Servire in bicchiere highball con ghiaccio, con panna.  Per ottenere l'effetto a strati, posiziona un cucchiaio sopra il caffè e versa il latte con attenzione nel cucchiaio in modo che galleggi sulla parte superiore del caffè.;https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg;Cardamom, pods Cream, Sugar, black Coffee
Tequila Surprise;Shot;Alcoholic;Shot glass;Fill shot glass with Tequila. Add drops of Tobasco sauce.;Füllen Sie das Schnapsglas mit Tequila. Füge Tropfen Tobasco-Sauce hinzu.;Riempi un bicchierino da shot con la tequila.  Aggiungere le gocce di salsa Tabasco.;https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg;About 8 drops Tabasco sauce, full glass Tequila
The Jimmy Conway;Cocktail;Alcoholic;Whiskey sour glass;Fill glass with ice  Pour in The Irishman and Disaronno  Fill to the top with Cranberry Juice  Garnish with a slice of lemon…Enjoy!;Glas mit Eis füllen. Gießen Sie den Iren und Disaronno ein. Bis zum Anschlag mit Preiselbeersaft füllen.Mit einer Scheibe Zitrone garnieren. Viel Spaß!;Riempire il bicchiere con ghiaccio Versare The Irishman e Disaronno Riempire fino in cima con succo di mirtillo rosso Guarnire con una fetta di limone… Buon divertimento!;https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg;4 oz Cranberry Juice, 50 ml Amaretto, 50 ml Irish Whiskey
Texas Rattlesnake;Shot;Alcoholic;Highball glass;Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...;Alle Zutaten mischen und gut schütteln. Zuerst süß, mit einem Biss am Ende.....;Mescolare tutti gli ingredienti e agitare bene.  Dolce all'inizio, con un morso alla fine.;https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg;1 splash Sweet and sour, 1 part Southern Comfort, 1/2 part Cherry brandy, 1 part Yukon Jack
Victor;Ordinary Drink;Alcoholic;Cocktail glass;Shake all ingredients with ice, strain into a cocktail glass, and serve.;Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.;Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.;https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg;1/2 oz Brandy, 1/2 oz Sweet Vermouth, 1 1/2 oz Gin
Vesper;Cocktail;Alcoholic;Cocktail glass;Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.;Über Eis schütteln, bis es gut abgekühlt ist, dann in einen tiefen Kelch abseihen und mit einer dünnen Scheibe Zitronenschale garnieren.;Shakerare sul ghiaccio fino a quando non si sarà ben raffreddato, quindi filtrare in un calice profondo e guarnire con una fetta sottile di scorza di limone.;https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg;0.75 cl Lillet Blanc, 1.5 cl Vodka, 6 cl Gin
Vesuvio;Ordinary Drink;Alcoholic;Old-fashioned glass;Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.;Alle Zutaten mit Eis schütteln, in ein old-fashioned Glas über Eiswürfel abseihen und servieren.;Shakerare tutti gli ingredienti con ghiaccio, filtrare in un bicchiere vecchio stile su cubetti di ghiaccio e servire.;https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg;1 Egg white, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 1/2 oz Sweet Vermouth, 1 oz Light rum
Veteran;Ordinary Drink;Alcoholic;Old-fashioned glass;Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.;Den Rum und Kirschlikör in ein old-fashioned Glas gießen, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.;Versare il rum e il brandy di ciliegie in un bicchiere vecchio stile riempito per 2/3 di cubetti di ghiaccio. Mescolare bene.;https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg;1/2 oz Cherry brandy, 2 oz Dark rum
Vampiro;Ordinary Drink;Alcoholic;Old-Fashioned glass;"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.";"Vampiros können in einem hohen Glas oder einem old fashioned Glas zubereitet werden. Der Barkeeper kann das Glas zuerst mit Koscher-Salz ""umsäumen"", indem er eine Schicht Koscher-Salz auf ein Schneidebrett legt, den Glasrand mit Limettensaft oder Wasser anfeuchtet und dann den umgedrehten Glasrand auf das Koscher-Salz legt, so dass das Salz am angefeuchteten Rand haftet. Der zweite Schritt ist, das halbe Glas mit Eis zu füllen und ein oder zwei Schaugläser mit hochwertigem Tequila hinzuzufügen. Im nächsten Schritt werden die Aromastoffe hinzugefügt. Dazu wird eine frische Limette in das Glas gepresst, einige Salzkörner hinzugefügt, zitrusartiges Natron, bis das Glas 4/5 voll ist, und dann würziges Viuda de Sanchez (oder Orangensaft, Limettensaft und pico de gallo) hinzugefügt. Der letzte Schritt ist, die Zutaten so zu rühren, dass die Aromen richtig vermischt werden.";"I vampiri possono essere realizzati in un bicchiere alto o in un bicchiere vecchio stile.  I baristi possono prima ""bordare"" il bicchiere con il sale Kosher, che viene fatto mettendo uno strato di sale Kosher su un tagliere, inumidendo il bordo del bicchiere con succo di lime o acqua, quindi posizionando il bordo del vetro capovolto sul Kosher Sale, in modo che il sale si attacchi al bordo inumidito.  Il secondo passo è riempire metà del bicchiere di ghiaccio e aggiungere uno o due bicchieri da shot pieni di Tequila di alta qualità.  La fase successiva consiste nell'aggiungere gli elementi aromatizzanti.  Questo viene fatto spremendo un lime fresco nel bicchiere, aggiungendo qualche granello di sale, aggiungendo soda pop aromatizzata agli agrumi, fino a quando il bicchiere non è pieno per 4/5, quindi aggiungere succo d'arancia/succo di lime.  Il passaggio finale è mescolare gli ingredienti in modo che i sapori siano ben amalgamati.";https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg;1 pinch Salt, 1 dash Sugar Syrup, 1.5 cl Lime Juice, 3 cl Orange Juice, 3 cl Tomato Juice, 6 cl Tequila
Van Vleet;Ordinary Drink;Alcoholic;Old-fashioned glass;Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.;Alle Zutaten mit Eis schütteln, in ein old-fashioned Glas über Eiswürfel abseihen und servieren.;Shakerare tutti gli ingredienti con ghiaccio, filtrare in un bicchiere vecchio stile su cubetti di ghiaccio e servire.;https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg;1 oz Lemon juice, 1 oz Maple syrup, 3 oz Light rum
Vodka Fizz;Other/Unknown;Alcoholic;White wine glass;Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.;Alle Zutaten mischen. In ein großes Weißweinglas geben und mit Muskatnuss bestreuen.;Frullare tutti gli ingredienti, tranne la noce moscata.  Versare in un grande bicchiere da vino bianco e cospargere di noce moscata.;https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg;Nutmeg, Ice, 2 oz Limeade, 2 oz Half-and-half, 2 oz Vodka
Vodka Martini;Ordinary Drink;Alcoholic;Cocktail glass;Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.;Wodka und Wermut zusammen mit einer Reihe von Eiswürfeln schütteln, in ein Cocktailglas abseihen, die Olive dazugeben und servieren.;Shakerare la vodka e il vermouth insieme ad alcuni cubetti di ghiaccio, filtrare in una coppetta da cocktail, aggiungere l'oliva e servire.;https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg;1 Olive, 3/4 oz Dry Vermouth, 1 1/2 oz Vodka
Vodka Russian;Ordinary Drink;Alcoholic;Collins Glass;Mix it as a ordinary drink .;Mischen Sie es wie ein gewöhnliches Getränk.;Versare tutti gli ingredienti in un bicchiere, mescola bene.;https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg;Schweppes Russchian, 2 oz Vodka
Vermouth Cassis;Ordinary Drink;Alcoholic;Highball glass;Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.;Wermut und Creme de Cassis in einem Highball-Glas mit Eiswürfeln verrühren. Mit kohlensäurehaltigem Wasser auffüllen, nochmals umrühren und servieren.;Mescolare il vermouth e la creme de cassis in un bicchiere highball con cubetti di ghiaccio.Riempi con acqua gassata, mescola di nuovo e servi.;https://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg;Carbonated water, 3/4 oz Creme de Cassis, 1 1/2 oz Dry Vermouth
Victory Collins;Ordinary Drink;Alcoholic;Collins glass;Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.;Alle Zutaten (außer Orangenscheibe) mit Eis schütteln und in ein Collins-Glas über Eiswürfel abseihen. Die Orangenscheibe dazugeben und servieren.;Shakerare tutti gli ingredienti (tranne la fetta d'arancia) con ghiaccio e filtrare in un bicchiere Collins con cubetti di ghiaccio.Aggiungere la fetta d'arancia e servire.;https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg;1 slice Orange, 1 tsp Powdered sugar, 3 oz unsweetened Grape juice, 3 oz Lemon juice, 1 1/2 oz Vodka
Vodka And Tonic;Ordinary Drink;Alcoholic;Highball glass;Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.;Gießen Sie Wodka in ein Highball-Glas über Eiswürfel. Mit Tonic Water auffüllen, umrühren und servieren.;Versare la vodka in un bicchiere highball sopra i cubetti di ghiaccio. Riempi con acqua tonica, mescola e servi.;https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg;Tonic water, 2 oz Vodka
Valencia Cocktail;Ordinary Drink;Alcoholic;Cocktail glass;Shake all ingredients with ice, strain into a cocktail glass, and serve.;Alle Zutaten mit Eis schütteln, in ein Cocktailglas abseihen und servieren.;Shakerare tutti gli ingredienti con ghiaccio, filtrare in una coppetta da cocktail e servire.;https://www.thecocktaildb.com/images/media/drink/9myuc11492975640.jpg;2 dashes Orange bitters, 1 tblsp Orange juice, 1 1/2 oz Apricot brandy
Whisky Mac;Ordinary Drink;Alcoholic;Collins Glass;Pour both of the ingredients into a wine goblet with no ice.;Beide Zutaten in einen Weinkelch geben, ohne Eis.;Versare entrambi gli ingredienti in un calice da vino senza ghiaccio.;https://www.thecocktaildb.com/images/media/drink/yvvwys1461867858.jpg;1 oz Green Ginger Wine, 1 1/2 oz Scotch
Wine Punch;Punch / Party Drink;Alcoholic;Collins Glass;Combine all of the ingredients and pour over a block of ice.;Alle Zutaten vermengen und über einen Eisblock gießen.;Unisci tutti gli ingredienti e versa sopra un po’ di cubetti di ghiaccio.;https://www.thecocktaildb.com/images/media/drink/txustu1473344310.jpg;1 cup Pineapple juice, 3 Orange, 1 cup Orange juice, 2 Lemon, 1 bottle Red wine
White Lady;Ordinary Drink;Alcoholic;Cocktail glass;Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.;Alle Zutaten in den mit Eis gefüllten Cocktailshaker geben. Gut schütteln und in ein großes Cocktailglas abseihen.;Aggiungere tutti gli ingredienti in uno shaker pieno di ghiaccio.Shakerare bene e filtrare in una coppetta da cocktail grande.;https://www.thecocktaildb.com/images/media/drink/jofsaz1504352991.jpg;2cl Lemon Juice, 3cl Triple Sec, 4cl Gin
Wine Cooler;Punch / Party Drink;Optional alcohol;Collins Glass;Mix wine and soft drink. Pour into glass. Add ice.;Wein und Softdrink mischen. In das Glas gießen. Füge Eis hinzu.;Mescolare vino e bibita. Aggiungi il ghiaccio. Versare nel bicchiere.;https://www.thecocktaildb.com/images/media/drink/yutxtv1473344210.jpg;cubes Ice, 5 oz Lemon-lime soda, 2 oz white or Red wine
Winter Rita;Beer;Alcoholic;Highball Glass;Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀;N/A;Bordare il bicchiere con del sale. Unire tutti gli ingredienti, shakerare con ghiaccio e filtrare su ghiaccio fresco. ⠀;https://www.thecocktaildb.com/images/media/drink/fwpd0v1614006733.jpg;Dash Salt, 1/2 oz Rosemary Syrup, 1/2 oz Orange Juice, 3/4 oz Lime Juice, 1/4 oz Campari, 1 2/3 oz Tequila
Whiskey Sour;Ordinary Drink;Alcoholic;Old-fashioned glass;Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.;"Mit Eis schütteln. In ein gekühltes Glas abseihen, garnieren und servieren. Wenn Sie ""On the rocks"" servieren, die Zutaten in ein old-fashioned, mit Eis gefülltes Glas geben.";"Shakerare con ghiaccio.Filtrare in un bicchiere freddo, guarnire e servire.Se servito ""On the rocks"", filtra gli ingredienti in un bicchiere vecchio stile pieno di ghiaccio.";https://www.thecocktaildb.com/images/media/drink/hbkfsh1589574990.jpg;1/2 slice Lemon, 1 Cherry, 1/2 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Blended whiskey
White Russian;Ordinary Drink;Alcoholic;Old-fashioned glass;Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.;Gießen Sie Wodka und Kaffeelikör über Eiswürfel in einem old-fashioned Glas. Mit Sahne auffüllen und servieren.;Versare la vodka e il liquore al caffè sui cubetti di ghiaccio in un bicchiere vecchio stile.Farcite con crema leggera e servite.;https://www.thecocktaildb.com/images/media/drink/vsrupw1472405732.jpg;Light cream, 1 oz Coffee liqueur, 2 oz Vodka
Winter Paloma;Cocktail;Alcoholic;Highball glass;Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.;N/A;"Il Paloma preferito da tutti riceve un delizioso restyling indiano. Tequila reposado infuso con ""Timur Pepper"" che ha note agrumate e di pompelmo ed è coltivato ai piedi dell'Himalaya. Produce anche una sensazione leggermente intorpidita e formicolio sul labbro quando viene consumato. Abbiamo anche aromatizzato il succo di pompelmo fresco con la calda miscela di spezie dell'Himalaya. La combinazione di tutti questi elementi interessanti ci ha permesso di elevare la tua esperienza di sorseggiare Paloma.";https://www.thecocktaildb.com/images/media/drink/u5f0pz1614007748.jpg;Dash Pepper, 1 tsp Agave Syrup, Juice of 1 Lime Juice, Top Grapefruit Juice, 2 shots Tequila
Whitecap Margarita;Other/Unknown;Alcoholic;Margarita/Coupette glass;Place all ingredients in a blender and blend until smooth. This makes one drink.;Alle Zutaten in einen Mixer geben und mischen.;Metti tutti gli ingredienti in un frullatore e frulla fino a che non diventa liscio.;https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg;3 tblsp fresh Lime juice, 1/4 cup Cream of coconut, 2 oz Tequila, 1 cup Ice
White Wine Sangria;Punch / Party Drink;Alcoholic;Pitcher;Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.;N/A;Trita il limone, il lime e altri frutti a pezzi grandi. Riempite la brocca con il vino bianco e aggiungete il Brandy di mele. Versare a piacere l'acqua di seltz.;https://www.thecocktaildb.com/images/media/drink/hnuod91587851576.jpg;Top Soda Water, 3 shots Apple Brandy, 1 cup Apple, 1 cup Strawberries, 750 ml White Wine, 1 lemon, 1 Lime
