Cocktail Name;Category;Alcoholic;Glassware;Preparation;PreparationDE;PreparationIT;DrinkThumb;Ingredients;Bartender;Bar/Company;Location;Garnish;Notes
Rum Cooler;Ordinary Drink;Alcoholic;Collins glass;Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.;Den Rum und das Soda in ein Collins-Glas gießen, das fast mit Eiswürfeln gefüllt ist. Gut umrühren und mit dem Zitronenkeil garnieren.;Versare il rum e la soda in un bicchiere Collins quasi pieno di cubetti di ghiaccio. Mescolate bene e guarnite con lo spicchio di limone;https://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg;1 Lemon, 4 oz Lemon-lime soda, 2 oz Light or dark Rum;N/A;N/A;N/A;N/A;N/A
Rusty Nail;Ordinary Drink;Alcoholic;Old-fashioned glass;Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.;Gießen Sie den Scotch und die Drambuie in ein old-fashioned Glas, das fast mit Eiswürfeln gefüllt ist. Gut umrühren. Mit der Zitronenscheibe garnieren.;Versare lo Scotch e il Drambuie in un bicchiere vecchio stile quasi riempito di cubetti di ghiaccio. Guarnire con la scorza di limone. Mescolare bene.;https://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg;1 twist Lemon peel, 1/2 oz Drambuie, 1/2 oz Scotch;N/A;N/A;N/A;N/A;N/A
Rum Runner;Punch / Party Drink;Alcoholic;Cocktail glass;Mix all ingredients in glass & add ice.;Alle Zutaten in einem Glas mischen und Eis hinzufügen.;Versare gli ingredienti sul ghiaccio e mescolare.;https://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg;3-4 oz Cranberry juice, 3-4 oz Pineapple juice, 3-4 oz Orange juice, 1 oz Blackberry brandy, 1/2 oz Malibu rum;N/A;N/A;N/A;N/A;N/A
Rum Cobbler;Ordinary Drink;Alcoholic;Old-fashioned glass;In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.;In einem old-fashioned Glas den Zucker in der Soda auflösen. Füge zerstoßenes Eis hinzu, bis das Glas fast voll ist. Den Rum hinzufügen. Gut umrühren. Mit der Kirsche und den Orangen- und Zitronenscheiben garnieren.;In un bicchiere vecchio stile, sciogli lo zucchero nella soda club. Aggiungere il ghiaccio tritato fino a quando il bicchiere è quasi pieno. Aggiungi il rum. Guarnire con la ciliegia e le fettine di arancia e limone. Mescolare bene.;https://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg;1 Orange, 1 Maraschino cherry, 2 oz Dark rum, 1 Lemon, 3 oz Club soda, 1 tsp Superfine Sugar;N/A;N/A;N/A;N/A;N/A
Red Snapper;Shot;Alcoholic;Old-fashioned glass;One shot each, shake n shoot;Jeweils ein Shot, schütteln und schießen.;Versa in un bicchiere tutti gli ingredienti. Mescolare.;https://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg;1 shot Cranberry juice, 1 shot Amaretto, 1 shot Crown Royal;N/A;N/A;N/A;N/A;N/A
Royal Flush;Shot;Alcoholic;Old-fashioned glass;Pour all the ingredients into tumbler over ice. Strain into glass.;Alle Zutaten über Eis in den Becher gießen. In ein Glas abseihen.;Versare tutti gli ingredienti nel tumbler sul ghiaccio. Filtrare nel bicchiere.;https://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg;1 oz Cranberry juice, 1/2 oz Chambord raspberry liqueur, 1 oz Peach schnapps, 1/2 oz Crown Royal;N/A;N/A;N/A;N/A;N/A
Royal Bitch;Shot;Alcoholic;Shot glass;Into a shot glass layer the Crown Royal on top of the Frangelico.;In einem Schnapsglas die Crown Royal auf den Frangelico schichten.;In un bicchiere da shot versa a strati prima il Frangelico e infine il Crown Royal;https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg;1 part Crown Royal, 1 part Frangelico;N/A;N/A;N/A;N/A;N/A
Ruby Tuesday;Cocktail;Alcoholic;Highball glass;Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.;Gießen Sie Gin und Cranberry in einen mit Eiswürfeln gefüllten Highball. Grenadine zugeben und umrühren.;Versa gin e mirtilli rossi in un highball pieno di cubetti di ghiaccio.  Aggiungere la granatina e mescolare.;https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg;2 splashes Grenadine, 5 oz Cranberry juice, 2 oz Gin;N/A;N/A;N/A;N/A;N/A
Rail Splitter;Cocktail;Non alcoholic;Highball glass;Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.;Zuckersirup mit Zitronensaft in einem hohen Glas mischen. Mit Ginger Ale auffüllen.;Mescolare lo sciroppo di zucchero con il succo di limone in un bicchiere alto.Riempi di ginger ale.;https://www.thecocktaildb.com/images/media/drink/stsuqq1441207660.jpg;Ginger ale, Lemon juice, 2 tsp Sugar syrup;N/A;N/A;N/A;N/A;N/A
Rosemary Blue;Cocktail;Alcoholic;Balloon Glass;1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.  2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.  3) Gently fold with a bar spoon to mix.;Fügen Sie den Bombay Saphir, Blauen Curacao, Rosmarinzweig und den sanft ausgedrückten Zitronenkeil in ein Ballonglas ein. Gut mischen. Mit Eiswürfel füllen und mit dem Fever-Tree Light Tonic Water auffüllen. Vorsichtig mit einem Barlöffel zum Mischen verrühren.;1) Aggiungere il Bombay Sapphire, il Blue Curacao, il rametto di rosmarino e uno spicchio di limone leggermente spremuto in un bicchiere a palloncino.  Agita bene per combinare.  2) Riempire con ghiaccio a cubetti e ricoprire con l'acqua tonica Fever-Tree Light.  3) Piegare delicatamente con un cucchiaio da bar per mescolare.;https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg;100 ml Tonic Water, 15 ml Blue Curacao, 50 ml Gin;N/A;N/A;N/A;Rosemary;N/A
Royal Gin Fizz;Ordinary Drink;Alcoholic;Highball glass;Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.;Alle Zutaten (außer kohlensäurehaltigem Wasser) mit Eis schütteln und über zwei Eiswürfel in ein Highball-Glas sieben. Mit kohlensäurehaltigem Wasser auffüllen, umrühren und servieren.;Shakerare tutti gli ingredienti (eccetto l'acqua gassata) con ghiaccio e filtrare in un bicchiere highball su due cubetti di ghiaccio. Riempi con acqua gassata, mescola e servi;https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg;Carbonated water, 1 whole Egg, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Gin;N/A;N/A;N/A;N/A;N/A
Rum Milk Punch;Ordinary Drink;Alcoholic;Collins glass;Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.;Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Collins-Glas abseihen. Muskatnuss darüber streuen und servieren.;Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare in un bicchiere Collins. Cospargere di noce moscata e servire.;https://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg;Nutmeg, 1 tsp Powdered sugar, 1 cup Milk, 2 oz Light rum;N/A;N/A;N/A;N/A;N/A
Raspberry Julep;Cocktail;Alcoholic;Cordial glass;Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.;N/A;Pestare delicatamente le foglie di menta e lo sciroppo di lamponi sul fondo della tazza. Aggiungere il ghiaccio tritato e il Bourbon nella tazza e poi mescolare. Completare con altro ghiaccio, guarnire con un rametto di menta.;https://www.thecocktaildb.com/images/media/drink/hyztmx1598719265.jpg;8 Mint, 1/2 oz Raspberry syrup, 2 oz Bourbon;N/A;N/A;N/A;N/A;N/A
Rum Screwdriver;Ordinary Drink;Alcoholic;Highball glass;Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.;Gießen Sie Rum in ein Highball-Glas über Eiswürfel. Orangensaft hinzufügen, umrühren und servieren.;Versare il rum in un bicchiere highball sopra i cubetti di ghiaccio. Aggiungere il succo d'arancia, mescolare e servire.;https://www.thecocktaildb.com/images/media/drink/4c85zq1511782093.jpg;5 oz Orange juice, 1/2 oz Light rum;N/A;N/A;N/A;N/A;N/A
Raspberry Cooler;Other/Unknown;Alcoholic;Highball glass;Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.;Geben Sie den Himbeer-Wodka und das Soda in ein Highball-Glas, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.;Versare la vodka ai lamponi e la soda in un bicchiere highball quasi pieno di cubetti di ghiaccio.  Mescolare bene.;https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg;Ice, 4 oz Lemon-lime soda, 2 oz Raspberry vodka;N/A;N/A;N/A;N/A;N/A
Rum Old-fashioned;Ordinary Drink;Alcoholic;Old-fashioned glass;Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.;Puderzucker, Wasser und Bitter in einem old-fashioned Glas verrühren. Wenn sich der Zucker aufgelöst hat, Eiswürfel und leichten Rum hinzufügen. Die Limettenspirale hinzufügen, 151er Rum darauf verteilen und servieren.;Mescolare lo zucchero, l'acqua e il bitter in un bicchiere vecchio stile. Quando lo zucchero si sarà sciolto aggiungere i cubetti di ghiaccio e il rum chiaro. Aggiungere la scorza di lime, far galleggiare sopra 151 rum e servire.;https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg;1 twist Lime peel, 1 tsp Water, 1 dash Bitters, 1/2 tsp Powdered sugar, 1 tsp 151 proof rum, 1/2 oz Light rum;N/A;N/A;N/A;N/A;N/A
Russian Spring Punch;Ordinary Drink;Alcoholic;Highball glass;Pour the ingredients into an highball glass, top with Sparkling wine.;Die Zutaten in ein Highball-Glas geben und mit Sekt auffüllen.;Versare gli ingredienti in un bicchiere highball, guarnire con dello spumante.;https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg;2.5 cl Lemon Juice, 1 cl Sugar Syrup, 1.5 cl Creme de Cassis, 2.5 cl Vodka;N/A;N/A;N/A;N/A;N/A
Radioactive Long Island Iced Tea;Ordinary Drink;Alcoholic;Collins Glass;Pour all ingredients over ice in a very tall glass. Sip cautiously.;Alle Zutaten in einem sehr hohen Glas über Eis gießen. Vorsichtig nippen.;Versare tutti gli ingredienti sul ghiaccio in un bicchiere molto alto.  Sorseggia con cautela.;https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg;1 oz Malibu rum, 1 oz Midori melon liqueur, 1 oz Chambord raspberry liqueur, 1 oz Triple sec, 1 oz Gin, 1 oz Tequila, 1 oz Vodka, 1 oz Rum;N/A;N/A;N/A;N/A;N/A
Smut;Punch / Party Drink;Alcoholic;Beer mug;Throw it all together and serve real cold.;Schütte alles zusammen und serviere es kalt.;Metti tutto insieme e servi freddo.;https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg;1/3 part Orange juice, 1/3 part Pepsi Cola, 1 shot Peach schnapps, 1/3 part Red wine;N/A;N/A;N/A;N/A;N/A
Spritz;Ordinary Drink;Alcoholic;Old-Fashioned glass;Build into glass over ice, garnish and serve.;Über Eis in Glas einfüllen, garnieren und servieren.;Build into glass over ice, garnish and serve.;https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg;1 splash Soda Water, 4 cl Campari, 6 cl Prosecco;N/A;N/A;N/A;N/A;N/A
Scooter;Ordinary Drink;Alcoholic;Cocktail glass;Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.;Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Cocktailglas abseihen und servieren.;Shakerare bene tutti gli ingredienti con ghiaccio tritato, filtrare in una coppetta da cocktail e servire.;https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg;1 oz Light cream, 1 oz Amaretto, 1 oz Brandy;N/A;N/A;N/A;N/A;N/A
Sangria;Punch / Party Drink;Alcoholic;Pitcher;Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.;Alles in einem Krug vermischen und im Kühlschrank aufbewahren. Nach Belieben Nelken und Zimtstangen hinzufügen. In Weingläsern servieren.;Mescolare il tutto in una brocca e conservare in frigorifero.  Aggiungere i chiodi di garofano e le stecche di cannella a piacere.  Servire in calici da vino.;https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg;Cinnamon, Cloves, 1 cup Lemon juice, 1 cup Orange juice, 1/2 cup Sugar, 1 bottle Red wine;N/A;N/A;N/A;N/A;N/A
Snowday;Cocktail;Alcoholic;Collins glass;Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.;N/A;Mescola tutti gli ingredienti con il ghiaccio. Filtrare in un bicchiere con dei cubetti di ghiaccio. Spremi la scorza d'arancia sulla bevanda e guarnire.;https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg;1 dash Angostura Bitters, 1 tsp Blood Orange, 1 oz Ruby Port, 1 oz Amaro Montenegro, 1 oz Vodka;N/A;N/A;N/A;Orange Peel;N/A
Snowball;Ordinary Drink;Alcoholic;Highball glass;Place one ice cube in the glass and add 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.;Einen Eiswürfel in das Glas geben und 4,5 cl. Advocaat hinzufügen. Das Glas mit Limonade füllen und mit einer Scheibe Zitrone dekorieren. Sofort servieren.;Riempite il bicchiere con la limonata e decorate con una fetta di limone.;https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg;Ice, 1 slice Lemon, 8-10 oz Cold Lemonade, 1/2 oz Advocaat;N/A;N/A;N/A;N/A;N/A
Shot-gun;Shot;Alcoholic;Shot glass;Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.;Gießen Sie ein Teil Jack Daniels und ein Teil Jim Beam in ein Schnapsglas und lassen Sie Wild Turkey darauf treiben.;Versare una parte di Jack Daniels e una parte diJim Beam nel bicchierino da shot, infine versare il Wild Turkey.;https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg;1 oz Wild Turkey, 1 part Jack Daniels, 1 part Jim Beam;N/A;N/A;N/A;N/A;N/A
Spice 75;Cocktail;Alcoholic;Wine Glass;Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).    Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.;N/A;Scaldare delicatamente 60 g di zucchero di canna in una padella con 30 ml di acqua e 1 cucchiaio di pimento. Cuocere a fuoco lento finché lo zucchero non si sarà sciolto, quindi lasciare raffreddare il composto. Filtrare al setaccio rivestito con un filtro da caffè (o un doppio strato di carta da cucina) .  Versare 60 ml di sciroppo speziato in uno shaker insieme a 200 ml di rum e 90 ml di succo di lime. Shakerare con ghiaccio e filtrare tra sei bicchieri flute. Riempire con 600 ml di champagne e guarnire ciascuno con un tocco d'arancia.;https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg;6 cl Champagne, 90 ml Lime Juice, 20 cl Rum, 1 tblsp Allspice, 60 ml Sugar;N/A;N/A;N/A;Orange spiral;N/A
Salty Dog;Ordinary Drink;Alcoholic;Highball glass;Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.);Alle Zutaten über Eiswürfel in ein Highball-Glas gießen. Gut umrühren und servieren. (Wodka kann durch Gin ersetzt werden, wenn gewünscht.);Versare tutti gli ingredienti sui cubetti di ghiaccio in un bicchiere highball.Mescolate bene e servite.(La vodka può essere sostituita al gin, se si preferisce.);https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg;1/4 tsp Salt, 1/2 oz Gin, 5 oz Grapefruit juice;N/A;N/A;N/A;N/A;N/A
Stone Sour;Ordinary Drink;Alcoholic;Whiskey sour glass;Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.;Alle Zutaten mit Eis schütteln, in ein gekühltes Whiskey-Sourglas abseihen und servieren.;Shakerare tutti gli ingredienti con ghiaccio, filtrare in un bicchiere ghiacciato di whisky sour e servire.;https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg;1 oz Sweet and sour, 1 oz Orange juice, 1 oz Apricot brandy;N/A;N/A;N/A;N/A;N/A
Sea breeze;Ordinary Drink;Alcoholic;Highball glass;Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.;Alle Zutaten in einem mit Eis gefüllten Highball-Glas vermengen. Mit Limettenkeil garnieren.;Metti tutti gli ingredienti in un bicchiere highball pieno di ghiaccio.  Guarnire con uno spicchio di lime.;https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg;1 oz Grapefruit juice, 4 oz Cranberry juice, 1/2 oz Vodka;N/A;N/A;N/A;N/A;N/A
Scotch Sour;Ordinary Drink;Alcoholic;Whiskey sour glass;Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.;Scotch, Limettensaft und Puderzucker mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Mit 1/2 Scheibe Zitrone dekorieren, mit der Kirsche belegen und servieren.;Shakerare scotch, succo di lime e zucchero a velo con ghiaccio e filtrare in un bicchiere da whisky sour. Decorare con 1/2 fetta di limone, guarnire con la ciliegia e servire.;https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg;1 Cherry, 1/2 slice Lemon, 1/2 tsp Powdered sugar, Juice of 1/2 Lime, 1/2 oz Scotch;N/A;N/A;N/A;N/A;N/A
Screwdriver;Ordinary Drink;Alcoholic;Highball glass;Mix in a highball glass with ice. Garnish and serve.;In einem Highball-Glas mit Eis mischen. Garnieren und servieren.;Mescolare in un bicchiere highball con ghiaccio. Guarnire e servire.;https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg;Orange juice, 2 oz Vodka;N/A;N/A;N/A;N/A;N/A
Sherry Flip;Ordinary Drink;Alcoholic;Nick and Nora Glass;Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.;Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Muskatnuss darüber streuen und servieren.;Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare in un bicchiere da whisky sour. Cospargere di noce moscata e servire.;https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg;Nutmeg, 1 whole Egg, 1 tsp Powdered sugar, 2 tsp Light cream, 1/2 oz Cream Sherry;N/A;N/A;N/A;N/A;N/A
